case_id,amp,pw,Ea_mean,Ea_sigma,tfe,epife_read,Iref,VFB_read,VG_name,dV1,dV10,dV100,A1,A10,A100,gradual,inc_1_10,inc_10_100,ratio1,ratio10,late_early_ratio,progress_score,is_invalid,is_weak_all,is_early_saturate,is_progressive,valid0,valid1,valid10,valid100,P0,P1,P10,P100,Vth0,Vth1,Vth10,Vth100,IDmin1,IDmin10,IDmin100,IDmax1,IDmax10,IDmax100,elapsed_s
A1p80_PW0p20us_Em1p10_Es0p10_tfe1p00em6_epi28p00_Iref1p00em7_VFBmp50_VGm0p8_to_2p2,1.8,2e-07,1.1,0.1,1e-06,28,1e-07,-0.5,VGm0p8_to_2p2,-0.00215845265181874,-0.0261356968700525,-0.0724038315218025,0.00215845265181874,0.0261356968700525,0.0724038315218025,0.0702453788699838,0.0239772442182337,0.0462681346517501,0.029811304270117,0.360971185097882,1.9296685736956,-0.157834225052516,0,0,0,1,1,1,1,1,0.600000000000027,0.605000000000027,0.66500000000003,0.780000000000035,0.482328867000293,0.480170414348474,0.45619317013024,0.40992503547849,1.65962757719383e-23,8.9301956461849e-24,1.02776612989912e-23,5.57749459967513e-06,5.66149994096819e-06,5.82264113927268e-06,6.4503285
A1p60_PW0p50us_Em1p05_Es0p25_tfe1p00em6_epi20p00_Iref1p00em7_VFBmp50_VGm0p8_to_2p2,1.6,5e-07,1.05,0.25,1e-06,20,1e-07,-0.5,VGm0p8_to_2p2,-0.00543542902791805,-0.0140330875858028,-0.0506444928810368,0.00543542902791805,0.0140330875858028,0.0506444928810368,0.0452090638531187,0.00859765855788475,0.036611405295234,0.107325174341972,0.277090099781754,4.25829951826342,-0.15829516114527,0,0,0,1,1,1,1,1,0.255000000000011,0.265000000000011,0.280000000000012,0.345000000000015,0.63803482269412,0.632599393666202,0.624001735108317,0.587390329813083,1.75938949437785e-23,1.00324390423074e-23,1.63376144402906e-23,4.11783029219118e-06,4.1415224667683e-06,4.24425677810238e-06,12.3942326
A1p80_PW0p10us_Em1p10_Es0p10_tfe1p00em6_epi24p00_Iref1p00em7_VFBmp50_VGm0p8_to_2p2,1.8,1e-07,1.1,0.1,1e-06,24,1e-07,-0.5,VGm0p8_to_2p2,-0.00249373411768411,-0.0237596141670791,-0.0682145737075504,0.00249373411768411,0.0237596141670791,0.0682145737075504,0.0657208395898662,0.0212658800493949,0.0444549595404713,0.0365572044527501,0.348307009422082,2.09043592069617,-0.162712974780289,0,0,0,1,1,1,1,1,0.605000000000026,0.610000000000027,0.655000000000028,0.750000000000033,0.463713297925093,0.461219563807409,0.439953683758014,0.395498724217543,3.11868447273778e-23,6.00227845032104e-24,6.21689706448506e-23,5.15406001677779e-06,5.22103067806093e-06,5.36252083439833e-06,5.0505352
A1p80_PW0p05us_Em1p10_Es0p15_tfe8p00em7_epi28p00_Iref1p00em7_VFBmp50_VGm0p8_to_2p2,1.8,5e-08,1.1,0.15,8e-07,28,1e-07,-0.5,VGm0p8_to_2p2,0,-0.0240398550034298,-0.0659749085399298,0,0.0240398550034298,0.0659749085399298,0.0659749085399298,0.0240398550034298,0.0419350535365001,0,0.364378754521201,1.74439710765798,-0.164361675852412,0,0,0,1,1,1,1,1,0.490000000000022,0.490000000000022,0.565000000000025,0.695000000000031,0.537467497201108,0.537467497201108,0.513427642197678,0.471492588661178,9.36517774607324e-23,3.31273331219869e-23,9.09631805255308e-24,6.07206834962424e-06,6.16711364227771e-06,6.33198980498705e-06,4.4224172
A1p80_PW0p02us_Em1p10_Es0p20_tfe8p00em7_epi28p00_Iref1p00em7_VFBmp50_VGm0p8_to_2p2,1.8,2e-08,1.1,0.2,8e-07,28,1e-07,-0.5,VGm0p8_to_2p2,-0.00164941084958847,-0.0260547013787422,-0.0712041278286958,0.00164941084958847,0.0260547013787422,0.0712041278286958,0.0695547169791074,0.0244052905291537,0.0451494264499536,0.023164539751918,0.365915603115385,1.8499852069378,-0.165465981622148,0,0,0,1,1,1,1,1,0.395000000000018,0.400000000000018,0.475000000000021,0.615000000000027,0.568336261730835,0.566686850881247,0.542281560352093,0.497132133902139,1.14173150202082e-23,5.19274009689429e-24,9.62962410853467e-24,5.95808976023958e-06,6.05306611250462e-06,6.23050819749016e-06,5.161433
A1p60_PW0p50us_Em1p00_Es0p20_tfe1p50em6_epi28p00_Iref1p00em7_VFBmp50_VGm0p8_to_2p2,1.6,5e-07,1,0.2,1.5e-06,28,1e-07,-0.5,VGm0p8_to_2p2,-0.00284651110007694,-0.0180826533798278,-0.0573891683452242,0.00284651110007694,0.0180826533798278,0.0573891683452242,0.0545426572451473,0.0152361422797509,0.0393065149653964,0.0496001455005197,0.31508826319022,2.57982068188189,-0.166431611403502,0,0,0,1,1,1,1,1,0.325000000000015,0.330000000000015,0.355000000000016,0.420000000000019,0.599672066541718,0.596825555441641,0.58158941316189,0.542282898196493,1.71982967388817e-23,3.16925323676637e-23,1.76587357718513e-23,4.03179723691643e-06,4.07221822110568e-06,4.17739379804704e-06,10.5768611
A1p80_PW0p02us_Em1p05_Es0p10_tfe1p00em6_epi24p00_Iref1p00em7_VFBmp50_VGm0p8_to_2p2,1.8,2e-08,1.05,0.1,1e-06,24,1e-07,-0.5,VGm0p8_to_2p2,-0.00470861845152637,-0.032734132599662,-0.084744111731694,0.00470861845152637,0.032734132599662,0.084744111731694,0.0800354932801676,0.0280255141481356,0.052009979132032,0.0555627801779809,0.386270289826161,1.85580820594836,-0.169699265434881,0,0,0,1,1,1,1,1,0.565000000000025,0.575000000000025,0.635000000000028,0.745000000000033,0.482481895614272,0.477773277162745,0.44974776301461,0.397737783882578,1.68811348318789e-23,1.70230907314772e-23,1.63828464860869e-23,5.10199508561611e-06,5.19126181177562e-06,5.35507042561248e-06,4.082274
A1p60_PW0p05us_Em1p00_Es0p25_tfe8p00em7_epi28p00_Iref1p00em7_VFBmp50_VGm0p8_to_2p2,1.6,5e-08,1,0.25,8e-07,28,1e-07,-0.5,VGm0p8_to_2p2,0,-0.00837215309337636,-0.0309650214082418,0,0.00837215309337636,0.0309650214082418,0.0309650214082418,0.00837215309337636,0.0225928683148654,0,0.270374529473052,2.69857324189876,-0.169779489911407,0,0,0,1,1,1,1,1,0.205000000000009,0.205000000000009,0.23000000000001,0.300000000000013,0.629689354307396,0.629689354307396,0.621317201214019,0.598724332899154,6.33827439290577e-24,1.02248361357189e-23,6.24960314914737e-23,5.71143324040614e-06,5.74303236655797e-06,5.83154718294883e-06,5.4854445
A1p80_PW0p05us_Em1p10_Es0p10_tfe1p50em6_epi24p00_Iref1p00em7_VFBmp50_VGm0p8_to_2p2,1.8,5e-08,1.1,0.1,1.5e-06,24,1e-07,-0.5,VGm0p8_to_2p2,-0.00351591244499094,-0.031529469286089,-0.0812932104000776,0.00351591244499094,0.031529469286089,0.0812932104000776,0.0777772979550867,0.0280135568410981,0.0497637411139886,0.043249767449061,0.387848740760998,1.77641637569498,-0.175812072654294,0,0,0,1,1,1,1,1,0.610000000000027,0.615000000000027,0.655000000000029,0.725000000000032,0.401730166330386,0.398214253885395,0.370200697044297,0.320436955930308,1.8506399014108e-22,3.69310513717281e-22,1.10846763175467e-21,4.11001627503788e-06,4.17808731308513e-06,4.29731808350971e-06,4.411494
A1p80_PW0p02us_Em1p10_Es0p20_tfe1p00em6_epi28p00_Iref1p00em7_VFBmp50_VGm0p8_to_2p2,1.8,2e-08,1.1,0.2,1e-06,28,1e-07,-0.5,VGm0p8_to_2p2,-0.00426062365014157,-0.0403696596775991,-0.0947364858223629,0.00426062365014157,0.0403696596775991,0.0947364858223629,0.0904758621722214,0.0361090360274575,0.0543668261447638,0.0449734187747951,0.426125788044269,1.50562939712439,-0.178092660766076,0,0,0,1,1,1,1,1,0.395000000000018,0.405000000000018,0.495000000000022,0.630000000000028,0.565194600559276,0.560933976909134,0.524824940881677,0.470458114736913,1.14613176722635e-23,3.2004365882939e-23,1.61683748464074e-23,5.29783521148026e-06,5.4236118866794e-06,5.61249100145439e-06,5.1956707
