case_id,amp,pw,Ea_mean,Ea_sigma,tfe,epife_read,Iref,VFB_read,VG_name,P0,Vth0,idmin0,idmax0,valid0,dV1,dV10,dV100,dP1,dP10,dP100,gradual,ratio1,ratio10,valid_ratio,progress_score,is_invalid,is_weak_all,is_early_saturate,is_progressive
A1p40_PW5p00em02us_Em1p10_Es0p25_tfe8p00em07_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.4,5e-08,1.1,0.25,8e-07,24,1e-07,-0.5,VGm0p8_to_2p2,0.245000000000011,0.622587195852233,1.73873199700508e-23,5.28535878628129e-06,1,-0.00201066375992831,-0.00201066375992831,0,0.00500000000000031,0.00500000000000031,0,0.00201066375992831,2010663759928.31,2010663759928.31,1,-160853100794.266,0,1,0,0
A1p40_PW5p00em02us_Em1p10_Es0p25_tfe8p00em07_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.4,5e-08,1.1,0.25,8e-07,28,1e-07,-0.5,VGm0p8_to_2p2,0.245000000000011,0.616611996261472,1.67571535600073e-23,5.76199522896722e-06,1,-0.00154293682600926,-0.00154293682600926,0,0.00500000000000031,0.00500000000000031,0,0.00154293682600926,1542936826009.26,1542936826009.26,1,-123434946080.742,0,1,0,0
A1p40_PW5p00em02us_Em1p10_Es0p25_tfe1p00em06_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.4,5e-08,1.1,0.25,1e-06,24,1e-07,-0.5,VGm0p8_to_2p2,0.245000000000011,0.633328837232243,1.73013197150985e-23,4.61217971358865e-06,1,-0.00232010009905037,-0.00232010009905037,0,0.00500000000000031,0.00500000000000031,0,0.00232010009905037,2320100099050.37,2320100099050.37,1,-185608007924.031,0,1,0,0
A1p40_PW5p00em02us_Em1p10_Es0p25_tfe1p00em06_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.4,5e-08,1.1,0.25,1e-06,28,1e-07,-0.5,VGm0p8_to_2p2,0.245000000000011,0.625747194940031,1.69122274825895e-23,5.07453192876744e-06,1,-0.00210519026153788,-0.00210519026153788,0,0.00500000000000031,0.00500000000000031,0,0.00210519026153788,2105190261537.88,2105190261537.88,1,-168415220923.032,0,1,0,0
A1p40_PW1p00em01us_Em1p00_Es0p15_tfe8p00em07_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.4,1e-07,1,0.15,8e-07,24,1e-07,-0.5,VGm0p8_to_2p2,0.430000000000019,0.553098019835029,6.23901909602411e-23,5.53620348129416e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p40_PW1p00em01us_Em1p00_Es0p15_tfe8p00em07_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.4,1e-07,1,0.15,8e-07,28,1e-07,-0.5,VGm0p8_to_2p2,0.430000000000019,0.556872346309157,1.91975567118305e-23,5.99607328065832e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p40_PW1p00em01us_Em1p00_Es0p15_tfe1p00em06_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.4,1e-07,1,0.15,1e-06,24,1e-07,-0.5,VGm0p8_to_2p2,0.430000000000019,0.546202148034034,9.44594436932373e-24,4.88652416277016e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p40_PW1p00em01us_Em1p00_Es0p15_tfe1p00em06_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.4,1e-07,1,0.15,1e-06,28,1e-07,-0.5,VGm0p8_to_2p2,0.430000000000019,0.551165449593691,6.28832370011653e-23,5.33276136014641e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p40_PW1p00em01us_Em1p00_Es0p20_tfe8p00em07_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.4,1e-07,1,0.2,8e-07,24,1e-07,-0.5,VGm0p8_to_2p2,0.340000000000015,0.58698617845047,6.31692714139775e-23,5.4141121530884e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p40_PW1p00em01us_Em1p00_Es0p20_tfe8p00em07_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.4,1e-07,1,0.2,8e-07,28,1e-07,-0.5,VGm0p8_to_2p2,0.340000000000015,0.586037852342192,1.62289228761823e-23,5.88215129607688e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p40_PW1p00em01us_Em1p00_Es0p20_tfe1p00em06_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.4,1e-07,1,0.2,1e-06,24,1e-07,-0.5,VGm0p8_to_2p2,0.340000000000015,0.588627214781256,9.67808817461201e-24,4.75297644795608e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p40_PW1p00em01us_Em1p00_Es0p20_tfe1p00em06_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.4,1e-07,1,0.2,1e-06,28,1e-07,-0.5,VGm0p8_to_2p2,0.340000000000015,0.58745739551722,1.98364323868953e-23,5.20707082810974e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p40_PW1p00em01us_Em1p00_Es0p25_tfe8p00em07_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.4,1e-07,1,0.25,8e-07,24,1e-07,-0.5,VGm0p8_to_2p2,0.21500000000001,0.634051949366769,9.45442620198235e-24,5.24472646487127e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p40_PW1p00em01us_Em1p00_Es0p25_tfe8p00em07_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.4,1e-07,1,0.25,8e-07,28,1e-07,-0.5,VGm0p8_to_2p2,0.21500000000001,0.626404350943713,2.83258068976423e-23,5.72407204078739e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p40_PW1p00em01us_Em1p00_Es0p25_tfe1p00em06_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.4,1e-07,1,0.25,1e-06,24,1e-07,-0.5,VGm0p8_to_2p2,0.21500000000001,0.647458641977156,1.91213405992287e-23,4.56775542352901e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p40_PW1p00em01us_Em1p00_Es0p25_tfe1p00em06_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.4,1e-07,1,0.25,1e-06,28,1e-07,-0.5,VGm0p8_to_2p2,0.21500000000001,0.63770785402933,1.64663224222134e-23,5.03270724640433e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p40_PW1p00em01us_Em1p05_Es0p15_tfe8p00em07_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.4,1e-07,1.05,0.15,8e-07,24,1e-07,-0.5,VGm0p8_to_2p2,0.46500000000002,0.539588926961807,1.71384236396126e-23,5.58371253312342e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p40_PW1p00em01us_Em1p05_Es0p15_tfe8p00em07_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.4,1e-07,1.05,0.15,8e-07,28,1e-07,-0.5,VGm0p8_to_2p2,0.46500000000002,0.545670324381111,1.11212104379623e-23,6.04039923380378e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p40_PW1p00em01us_Em1p05_Es0p15_tfe1p00em06_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.4,1e-07,1.05,0.15,1e-06,24,1e-07,-0.5,VGm0p8_to_2p2,0.46500000000002,0.529785580982952,3.13765790495488e-23,4.93850007588428e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p40_PW1p00em01us_Em1p05_Es0p15_tfe1p00em06_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.4,1e-07,1.05,0.15,1e-06,28,1e-07,-0.5,VGm0p8_to_2p2,0.46500000000002,0.536868705880911,1.21510055469393e-23,5.38167331133224e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p40_PW1p00em01us_Em1p05_Es0p20_tfe8p00em07_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.4,1e-07,1.05,0.2,8e-07,24,1e-07,-0.5,VGm0p8_to_2p2,0.395000000000018,0.566250045909276,1.77508378931324e-23,5.48871058602903e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p40_PW1p00em01us_Em1p05_Es0p20_tfe8p00em07_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.4,1e-07,1.05,0.2,8e-07,28,1e-07,-0.5,VGm0p8_to_2p2,0.395000000000018,0.568336261730835,1.20176027138051e-23,5.95176009299337e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p40_PW1p00em01us_Em1p05_Es0p20_tfe1p00em06_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.4,1e-07,1.05,0.2,1e-06,24,1e-07,-0.5,VGm0p8_to_2p2,0.395000000000018,0.562521786683567,9.16467089267926e-24,4.83457080529608e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p40_PW1p00em01us_Em1p05_Es0p20_tfe1p00em06_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.4,1e-07,1.05,0.2,1e-06,28,1e-07,-0.5,VGm0p8_to_2p2,0.395000000000018,0.565194600559276,9.65461407720873e-24,5.28386733778745e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p40_PW1p00em01us_Em1p05_Es0p25_tfe8p00em07_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.4,1e-07,1.05,0.25,8e-07,24,1e-07,-0.5,VGm0p8_to_2p2,0.245000000000011,0.622587195852233,3.240806314391e-23,5.28535878628129e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p40_PW1p00em01us_Em1p05_Es0p25_tfe8p00em07_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.4,1e-07,1.05,0.25,8e-07,28,1e-07,-0.5,VGm0p8_to_2p2,0.245000000000011,0.616611996261472,1.67571535600073e-23,5.76199522896722e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p40_PW1p00em01us_Em1p05_Es0p25_tfe1p00em06_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.4,1e-07,1.05,0.25,1e-06,24,1e-07,-0.5,VGm0p8_to_2p2,0.245000000000011,0.633328837232243,1.73013197150985e-23,4.61217971358865e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p40_PW1p00em01us_Em1p05_Es0p25_tfe1p00em06_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.4,1e-07,1.05,0.25,1e-06,28,1e-07,-0.5,VGm0p8_to_2p2,0.245000000000011,0.625747194940031,1.94285024471619e-23,5.07453192876744e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p40_PW1p00em01us_Em1p10_Es0p15_tfe8p00em07_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.4,1e-07,1.1,0.15,8e-07,24,1e-07,-0.5,VGm0p8_to_2p2,0.500000000000022,0.526715449534685,1.7803357835524e-23,5.63123749166435e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p40_PW1p00em01us_Em1p10_Es0p15_tfe8p00em07_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.4,1e-07,1.1,0.15,8e-07,28,1e-07,-0.5,VGm0p8_to_2p2,0.500000000000022,0.534383906564478,1.66179865859085e-23,6.08473778137774e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p40_PW1p00em01us_Em1p10_Es0p15_tfe1p00em06_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.4,1e-07,1.1,0.15,1e-06,24,1e-07,-0.5,VGm0p8_to_2p2,0.500000000000022,0.513273646696849,1.6207857723958e-23,4.99049811716956e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p40_PW1p00em01us_Em1p10_Es0p15_tfe1p00em06_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.4,1e-07,1.1,0.15,1e-06,28,1e-07,-0.5,VGm0p8_to_2p2,0.500000000000022,0.522705326031476,1.67285625230916e-23,5.43060289592625e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p40_PW1p00em01us_Em1p10_Es0p20_tfe8p00em07_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.4,1e-07,1.1,0.2,8e-07,24,1e-07,-0.5,VGm0p8_to_2p2,0.375000000000017,0.573795844583407,9.42936231365531e-24,5.46157914081952e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p40_PW1p00em01us_Em1p10_Es0p20_tfe8p00em07_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.4,1e-07,1.1,0.2,8e-07,28,1e-07,-0.5,VGm0p8_to_2p2,0.375000000000017,0.574726964173937,1.66382270072377e-23,5.9264440699033e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p40_PW1p00em01us_Em1p10_Es0p20_tfe1p00em06_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.4,1e-07,1.1,0.2,1e-06,24,1e-07,-0.5,VGm0p8_to_2p2,0.375000000000017,0.572146203837992,3.14433630531071e-23,4.80489346810351e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p40_PW1p00em01us_Em1p10_Es0p20_tfe1p00em06_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.4,1e-07,1.1,0.2,1e-06,28,1e-07,-0.5,VGm0p8_to_2p2,0.375000000000017,0.573327100835313,1.62728230927366e-23,5.25593606228062e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p40_PW1p00em01us_Em1p10_Es0p25_tfe8p00em07_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.4,1e-07,1.1,0.25,8e-07,24,1e-07,-0.5,VGm0p8_to_2p2,0.260000000000012,0.616977137307879,6.25721606584975e-23,5.30567980069796e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p40_PW1p00em01us_Em1p10_Es0p25_tfe8p00em07_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.4,1e-07,1.1,0.25,8e-07,28,1e-07,-0.5,VGm0p8_to_2p2,0.260000000000012,0.611923444503781,1.80238438627646e-23,5.78096061283709e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p40_PW1p00em01us_Em1p10_Es0p25_tfe1p00em06_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.4,1e-07,1.1,0.25,1e-06,24,1e-07,-0.5,VGm0p8_to_2p2,0.260000000000012,0.626240983730144,9.44932774511402e-24,4.63439877318492e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p40_PW1p00em01us_Em1p10_Es0p25_tfe1p00em06_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.4,1e-07,1.1,0.25,1e-06,28,1e-07,-0.5,VGm0p8_to_2p2,0.260000000000012,0.619428703570154,2.74745354858923e-23,5.09544968766944e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p60_PW2p00em02us_Em1p00_Es0p15_tfe8p00em07_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,2e-08,1,0.15,8e-07,24,1e-07,-0.5,VGm0p8_to_2p2,0.430000000000019,0.553098019835029,9.36373531344215e-24,5.53620348129416e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p60_PW2p00em02us_Em1p00_Es0p15_tfe8p00em07_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,2e-08,1,0.15,8e-07,28,1e-07,-0.5,VGm0p8_to_2p2,0.430000000000019,0.556872346309157,1.91975567118305e-23,5.99607328065832e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p60_PW2p00em02us_Em1p00_Es0p15_tfe1p00em06_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,2e-08,1,0.15,1e-06,24,1e-07,-0.5,VGm0p8_to_2p2,0.430000000000019,0.546202148034034,1.67971778897895e-23,4.88652416277016e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p60_PW2p00em02us_Em1p00_Es0p15_tfe1p00em06_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,2e-08,1,0.15,1e-06,28,1e-07,-0.5,VGm0p8_to_2p2,0.430000000000019,0.551165449593691,1.73278439386746e-23,5.33276136014641e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p60_PW2p00em02us_Em1p00_Es0p20_tfe8p00em07_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,2e-08,1,0.2,8e-07,24,1e-07,-0.5,VGm0p8_to_2p2,0.365000000000017,0.577404561918847,2.95244864398073e-23,5.44801544297163e-06,1,0,0,0,5.55111512312578e-17,0,5.55111512312578e-17,0,0,0,1,0,0,1,0,0
A1p60_PW2p00em02us_Em1p00_Es0p20_tfe8p00em07_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,2e-08,1,0.2,8e-07,28,1e-07,-0.5,VGm0p8_to_2p2,0.365000000000017,0.57780192448828,1.94256670568129e-23,5.91378765313172e-06,1,0,0,0,5.55111512312578e-17,0,5.55111512312578e-17,0,0,0,1,0,0,1,0,0
A1p60_PW2p00em02us_Em1p00_Es0p20_tfe1p00em06_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,2e-08,1,0.2,1e-06,24,1e-07,-0.5,VGm0p8_to_2p2,0.365000000000017,0.576703947561037,1.63386402810737e-23,4.79005764129392e-06,1,0,0,0,5.55111512312578e-17,0,5.55111512312578e-17,0,0,0,1,0,0,1,0,0
A1p60_PW2p00em02us_Em1p00_Es0p20_tfe1p00em06_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,2e-08,1,0.2,1e-06,28,1e-07,-0.5,VGm0p8_to_2p2,0.365000000000017,0.57720506598812,3.16576739106317e-23,5.24197267485506e-06,1,0,0,0,5.55111512312578e-17,0,5.55111512312578e-17,0,0,0,1,0,0,1,0,0
A1p60_PW2p00em02us_Em1p00_Es0p25_tfe8p00em07_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,2e-08,1,0.25,8e-07,24,1e-07,-0.5,VGm0p8_to_2p2,0.22000000000001,0.632210925219053,1.8571060620665e-23,5.25149761401762e-06,1,0,-0.00568919460424289,-0.0188553549798489,0,0.0150000000000006,0.0500000000000023,0.0188553549798489,0,0.301728321228799,1,0.00261891758446943,0,1,0,0
A1p60_PW2p00em02us_Em1p00_Es0p25_tfe8p00em07_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,2e-08,1,0.25,8e-07,28,1e-07,-0.5,VGm0p8_to_2p2,0.22000000000001,0.62473013787004,1.739406123444e-23,5.73039186658648e-06,1,0,-0.0050904924574956,-0.0160338251822307,0,0.0150000000000006,0.0500000000000023,0.0160338251822307,0,0.317484592705742,1,0.000248226890114955,0,1,0,0
A1p60_PW2p00em02us_Em1p00_Es0p25_tfe1p00em06_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,2e-08,1,0.25,1e-06,24,1e-07,-0.5,VGm0p8_to_2p2,0.22000000000001,0.64503191268377,3.19414613543081e-23,4.57515818152832e-06,1,0,-0.00718768012287829,-0.0237318682518576,0,0.0150000000000006,0.0500000000000023,0.0237318682518576,0,0.302870387050783,1,0.0055867749162356,0,1,0,0
A1p60_PW2p00em02us_Em1p00_Es0p25_tfe1p00em06_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,2e-08,1,0.25,1e-06,28,1e-07,-0.5,VGm0p8_to_2p2,0.22000000000001,0.635792218392423,1.17124060941129e-23,5.03967701684981e-06,1,0,-0.00593194914689132,-0.0201700309398327,0,0.0150000000000006,0.0500000000000023,0.0201700309398327,0,0.294097176379469,1,0.00375393997234732,0,1,0,0
A1p60_PW2p00em02us_Em1p05_Es0p15_tfe8p00em07_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,2e-08,1.05,0.15,8e-07,24,1e-07,-0.5,VGm0p8_to_2p2,0.465000000000021,0.539588926961807,3.22150940992146e-23,5.58371253312343e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p60_PW2p00em02us_Em1p05_Es0p15_tfe8p00em07_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,2e-08,1.05,0.15,8e-07,28,1e-07,-0.5,VGm0p8_to_2p2,0.465000000000021,0.54567032438111,1.74846333098672e-23,6.04039923380378e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p60_PW2p00em02us_Em1p05_Es0p15_tfe1p00em06_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,2e-08,1.05,0.15,1e-06,24,1e-07,-0.5,VGm0p8_to_2p2,0.465000000000021,0.529785580982952,3.13765790495488e-23,4.93850007588428e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p60_PW2p00em02us_Em1p05_Es0p15_tfe1p00em06_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,2e-08,1.05,0.15,1e-06,28,1e-07,-0.5,VGm0p8_to_2p2,0.465000000000021,0.536868705880911,1.64255858378163e-23,5.38167331133224e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p60_PW2p00em02us_Em1p05_Es0p20_tfe8p00em07_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,2e-08,1.05,0.2,8e-07,24,1e-07,-0.5,VGm0p8_to_2p2,0.375000000000017,0.573795844583407,1.67161381476727e-23,5.46157914081952e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p60_PW2p00em02us_Em1p05_Es0p20_tfe8p00em07_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,2e-08,1.05,0.2,8e-07,28,1e-07,-0.5,VGm0p8_to_2p2,0.375000000000017,0.574726964173937,9.37046423904362e-24,5.92644406990331e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p60_PW2p00em02us_Em1p05_Es0p20_tfe1p00em06_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,2e-08,1.05,0.2,1e-06,24,1e-07,-0.5,VGm0p8_to_2p2,0.375000000000017,0.572146203837993,1.61695976149448e-23,4.80489346810352e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p60_PW2p00em02us_Em1p05_Es0p20_tfe1p00em06_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,2e-08,1.05,0.2,1e-06,28,1e-07,-0.5,VGm0p8_to_2p2,0.375000000000017,0.573327100835313,3.15115904082689e-23,5.25593606228062e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p60_PW2p00em02us_Em1p05_Es0p25_tfe8p00em07_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,2e-08,1.05,0.25,8e-07,24,1e-07,-0.5,VGm0p8_to_2p2,0.22500000000001,0.630342449288862,6.90646133490259e-24,5.25826912605668e-06,1,0,0,-0.00775525343662886,0,0,0.0200000000000009,0.00775525343662886,0,0,1,0.00620420274930309,0,1,0,0
A1p60_PW2p00em02us_Em1p05_Es0p25_tfe8p00em07_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,2e-08,1.05,0.25,8e-07,28,1e-07,-0.5,VGm0p8_to_2p2,0.22500000000001,0.623034489518614,1.72434937754146e-23,5.73671197536568e-06,1,0,0,-0.0064224932571415,0,0,0.0200000000000009,0.0064224932571415,0,0,1,0.0051379946057132,0,1,0,0
A1p60_PW2p00em02us_Em1p05_Es0p25_tfe1p00em06_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,2e-08,1.05,0.25,1e-06,24,1e-07,-0.5,VGm0p8_to_2p2,0.22500000000001,0.642561666510534,9.16735182381445e-24,4.58256145765335e-06,1,0,0,-0.0092328292782915,0,0,0.0200000000000009,0.0092328292782915,0,0,1,0.0073862634226332,0,1,0,0
A1p60_PW2p00em02us_Em1p05_Es0p25_tfe1p00em06_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,2e-08,1.05,0.25,1e-06,28,1e-07,-0.5,VGm0p8_to_2p2,0.22500000000001,0.6338460446485,3.15295292471586e-23,5.04664719261636e-06,1,0,0,-0.0080988497084693,0,0,0.0200000000000009,0.0080988497084693,0,0,1,0.00647907976677544,0,1,0,0
A1p60_PW2p00em02us_Em1p10_Es0p15_tfe8p00em07_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,2e-08,1.1,0.15,8e-07,24,1e-07,-0.5,VGm0p8_to_2p2,0.475000000000021,0.536045825468017,1.68627717012012e-23,5.59728948035874e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p60_PW2p00em02us_Em1p10_Es0p15_tfe8p00em07_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,2e-08,1.1,0.15,8e-07,28,1e-07,-0.5,VGm0p8_to_2p2,0.475000000000021,0.542281560352093,3.22053039810947e-23,6.05306611250462e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p60_PW2p00em02us_Em1p10_Es0p15_tfe1p00em06_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,2e-08,1.1,0.15,1e-06,24,1e-07,-0.5,VGm0p8_to_2p2,0.475000000000021,0.524973138086415,3.19386948401933e-23,4.9533544195324e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p60_PW2p00em02us_Em1p10_Es0p15_tfe1p00em06_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,2e-08,1.1,0.15,1e-06,28,1e-07,-0.5,VGm0p8_to_2p2,0.475000000000021,0.532979933903257,1.75001767710928e-23,5.39565140605989e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p60_PW2p00em02us_Em1p10_Es0p20_tfe8p00em07_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,2e-08,1.1,0.2,8e-07,24,1e-07,-0.5,VGm0p8_to_2p2,0.370000000000017,0.575613564662989,1.68330681596165e-23,5.45479712253006e-06,1,0,0,-0.00181772007958148,0,0,0.00500000000000017,0.00181772007958148,0,0,1,0.00145417606366518,0,1,0,0
A1p60_PW2p00em02us_Em1p10_Es0p20_tfe8p00em07_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,2e-08,1.1,0.2,8e-07,28,1e-07,-0.5,VGm0p8_to_2p2,0.370000000000017,0.576274235253504,1.67348363709379e-23,5.92011572818714e-06,1,0,0,-0.00154727107956765,0,0,0.00500000000000017,0.00154727107956765,0,0,1,0.00123781686365412,0,1,0,0
