case_id,amp,pw,Ea_mean,Ea_sigma,tfe,epife_read,Iref,VFB_read,VG_name,P0,Vth0,idmin0,idmax0,valid0,dV1,dV10,dV100,dP1,dP10,dP100,gradual,ratio1,ratio10,valid_ratio,progress_score,is_invalid,is_weak_all,is_early_saturate,is_progressive
A1p60_PW2p00em02us_Em1p10_Es0p20_tfe1p00em06_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,2e-08,1.1,0.2,1e-06,24,1e-07,-0.5,VGm0p8_to_2p2,0.370000000000017,0.57444583334092,1.57338875421383e-23,4.7974753167841e-06,1,0,0,-0.00229962950292772,0,0,0.00500000000000017,0.00229962950292772,0,0,1,0.00183970360234218,0,1,0,0
A1p60_PW2p00em02us_Em1p10_Es0p20_tfe1p00em06_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,2e-08,1.1,0.2,1e-06,28,1e-07,-0.5,VGm0p8_to_2p2,0.370000000000017,0.575281414761456,8.87503769442669e-24,5.24895418028654e-06,1,0,0,-0.00195431392614265,0,0,0.00500000000000017,0.00195431392614265,0,0,1,0.00156345114091412,0,1,0,0
A1p60_PW2p00em02us_Em1p10_Es0p25_tfe8p00em07_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,2e-08,1.1,0.25,8e-07,24,1e-07,-0.5,VGm0p8_to_2p2,0.260000000000011,0.61697713730788,1.69294620524326e-23,5.30567980069796e-06,1,0,0,-0.00179737279281733,0,0,0.00500000000000017,0.00179737279281733,0,0,1,0.00143789823425386,0,1,0,0
A1p60_PW2p00em02us_Em1p10_Es0p25_tfe8p00em07_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,2e-08,1.1,0.25,8e-07,28,1e-07,-0.5,VGm0p8_to_2p2,0.260000000000011,0.611923444503781,7.20953754510591e-24,5.78096061283709e-06,1,0,0,-0.00160324346065188,0,0,0.00500000000000017,0.00160324346065188,0,0,1,0.00128259476852151,0,1,0,0
A1p60_PW2p00em02us_Em1p10_Es0p25_tfe1p00em06_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,2e-08,1.1,0.25,1e-06,24,1e-07,-0.5,VGm0p8_to_2p2,0.260000000000011,0.626240983730144,1.29871321910086e-23,4.63439877318492e-06,1,0,0,-0.00244861046192524,0,0,0.00500000000000017,0.00244861046192524,0,0,1,0.00195888836954019,0,1,0,0
A1p60_PW2p00em02us_Em1p10_Es0p25_tfe1p00em06_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,2e-08,1.1,0.25,1e-06,28,1e-07,-0.5,VGm0p8_to_2p2,0.260000000000011,0.619428703570154,1.65561413547893e-23,5.09544968766944e-06,1,0,0,-0.00188821239334946,0,0,0.00500000000000017,0.00188821239334946,0,0,1,0.00151056991467957,0,1,0,0
A1p60_PW5p00em02us_Em1p00_Es0p15_tfe8p00em07_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,5e-08,1,0.15,8e-07,24,1e-07,-0.5,VGm0p8_to_2p2,0.440000000000019,0.549359872915206,3.11228143560228e-23,5.54977585850598e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p60_PW5p00em02us_Em1p00_Es0p15_tfe8p00em07_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,5e-08,1,0.15,8e-07,28,1e-07,-0.5,VGm0p8_to_2p2,0.440000000000019,0.55377338428963,1.5431234282193e-23,6.00873654364317e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p60_PW5p00em02us_Em1p00_Es0p15_tfe1p00em06_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,5e-08,1,0.15,1e-06,24,1e-07,-0.5,VGm0p8_to_2p2,0.440000000000019,0.541259809763794,1.25304167340758e-23,4.90137214097968e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p60_PW5p00em02us_Em1p00_Es0p15_tfe1p00em06_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,5e-08,1,0.15,1e-06,28,1e-07,-0.5,VGm0p8_to_2p2,0.440000000000019,0.54709395675833,6.26563437003893e-23,5.34673438692285e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p60_PW5p00em02us_Em1p00_Es0p20_tfe8p00em07_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,5e-08,1,0.2,8e-07,24,1e-07,-0.5,VGm0p8_to_2p2,0.320000000000015,0.594489752258086,9.49856266498167e-24,5.38699569728251e-06,1,0,-0.00558592589797191,-0.0134280004953276,0,0.0150000000000006,0.0350000000000014,0.0134280004953276,0,0.415990891563908,1,-0.00508888188943835,0,1,0,0
A1p60_PW5p00em02us_Em1p00_Es0p20_tfe8p00em07_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,5e-08,1,0.2,8e-07,28,1e-07,-0.5,VGm0p8_to_2p2,0.320000000000015,0.592543169847337,1.89856405508936e-24,5.85684706393704e-06,1,0,-0.00484767361271299,-0.0116066954544022,0,0.0150000000000006,0.0350000000000014,0.0116066954544022,0,0.417661825603804,1,-0.00615310257222016,0,1,0,0
A1p60_PW5p00em02us_Em1p00_Es0p20_tfe1p00em06_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,5e-08,1,0.2,1e-06,24,1e-07,-0.5,VGm0p8_to_2p2,0.320000000000015,0.597826497605766,2.25387925180544e-23,4.7233201951293e-06,1,0,-0.00683649133046271,-0.0165465690969668,0,0.0150000000000006,0.0350000000000014,0.0165465690969668,0,0.413166698812258,1,-0.0032596404850719,0,1,0,0
A1p60_PW5p00em02us_Em1p00_Es0p20_tfe1p00em06_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,5e-08,1,0.2,1e-06,28,1e-07,-0.5,VGm0p8_to_2p2,0.320000000000015,0.595451919682795,5.79546981131507e-24,5.17915622255045e-06,1,0,-0.0059484477518994,-0.0143276960169935,0,0.0150000000000006,0.0350000000000014,0.0143276960169935,0,0.415171270024448,1,-0.0045620499382783,0,1,0,0
A1p60_PW5p00em02us_Em1p00_Es0p25_tfe8p00em07_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,5e-08,1,0.25,8e-07,24,1e-07,-0.5,VGm0p8_to_2p2,0.21500000000001,0.634051949366769,9.45442620198235e-24,5.24472646487127e-06,1,-0.00184102414771614,-0.0056057863565725,-0.0302327329844434,0.00500000000000023,0.0150000000000007,0.0800000000000034,0.0283917088367273,0.0608950619404293,0.185421091750356,1,0.00816507559910356,0,1,0,0
A1p60_PW5p00em02us_Em1p00_Es0p25_tfe8p00em07_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,5e-08,1,0.25,8e-07,28,1e-07,-0.5,VGm0p8_to_2p2,0.21500000000001,0.626404350943713,2.83258068976423e-23,5.72407204078739e-06,1,-0.00167421307367377,-0.00508714972969393,-0.0261454044520464,0.00500000000000023,0.0150000000000007,0.0800000000000034,0.0244711913783726,0.0640346978278521,0.194571468153202,1,0.00514188602574979,0,1,0,0
A1p60_PW5p00em02us_Em1p00_Es0p25_tfe1p00em06_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,5e-08,1,0.25,1e-06,24,1e-07,-0.5,VGm0p8_to_2p2,0.21500000000001,0.647458641977156,9.56067029961436e-24,4.56775542352901e-06,1,-0.00242672929338628,-0.0074111275696952,-0.0376352539368767,0.00500000000000023,0.0150000000000007,0.0800000000000034,0.0352085246434904,0.0644802157428373,0.196919823687796,1,0.0111911166644587,0,1,0,0
A1p60_PW5p00em02us_Em1p00_Es0p25_tfe1p00em06_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,5e-08,1,0.25,1e-06,28,1e-07,-0.5,VGm0p8_to_2p2,0.21500000000001,0.63770785402933,9.03011745843409e-24,5.03270724640433e-06,1,-0.00191563563690711,-0.00583898207972133,-0.032144604827832,0.00500000000000023,0.0150000000000007,0.0800000000000034,0.0302289691909249,0.0595943128611269,0.181647343652075,1,0.00956876026061857,0,1,0,0
A1p60_PW5p00em02us_Em1p05_Es0p15_tfe8p00em07_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,5e-08,1.05,0.15,8e-07,24,1e-07,-0.5,VGm0p8_to_2p2,0.475000000000021,0.536045825468017,1.68627717012012e-23,5.59728948035874e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p60_PW5p00em02us_Em1p05_Es0p15_tfe8p00em07_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,5e-08,1.05,0.15,8e-07,28,1e-07,-0.5,VGm0p8_to_2p2,0.475000000000021,0.542281560352093,3.22053039810947e-23,6.05306611250462e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p60_PW5p00em02us_Em1p05_Es0p15_tfe1p00em06_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,5e-08,1.05,0.15,1e-06,24,1e-07,-0.5,VGm0p8_to_2p2,0.475000000000021,0.524973138086415,3.19386948401933e-23,4.9533544195324e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p60_PW5p00em02us_Em1p05_Es0p15_tfe1p00em06_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,5e-08,1.05,0.15,1e-06,28,1e-07,-0.5,VGm0p8_to_2p2,0.475000000000021,0.532979933903257,1.75001767710928e-23,5.39565140605989e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p60_PW5p00em02us_Em1p05_Es0p20_tfe8p00em07_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,5e-08,1.05,0.2,8e-07,24,1e-07,-0.5,VGm0p8_to_2p2,0.325000000000015,0.592655260613663,2.11985123945324e-24,5.39377429342852e-06,1,0,-0.00186185393307015,-0.00761511638491352,0,0.00500000000000023,0.020000000000001,0.00761511638491352,0,0.244494481628502,1,-0.00235985370076634,0,1,0,0
A1p60_PW5p00em02us_Em1p05_Es0p20_tfe8p00em07_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,5e-08,1.05,0.2,8e-07,28,1e-07,-0.5,VGm0p8_to_2p2,0.325000000000015,0.590947907546351,6.32306925125493e-23,5.86317271539062e-06,1,0,-0.00161580650624982,-0.00658896582724078,0,0.00500000000000023,0.020000000000001,0.00658896582724078,0,0.245229152588648,1,-0.00305518581961671,0,1,0,0
A1p60_PW5p00em02us_Em1p05_Es0p20_tfe1p00em06_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,5e-08,1.05,0.2,1e-06,24,1e-07,-0.5,VGm0p8_to_2p2,0.325000000000015,0.595589074130215,1.62935816148809e-23,4.73073352773919e-06,1,0,-0.00227863106717707,-0.00936750686205101,0,0.00500000000000023,0.020000000000001,0.00936750686205101,0,0.243248401173647,1,-0.00117062518587483,0,1,0,0
A1p60_PW5p00em02us_Em1p05_Es0p20_tfe1p00em06_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,5e-08,1.05,0.2,1e-06,28,1e-07,-0.5,VGm0p8_to_2p2,0.325000000000015,0.59350032268502,1.62796410141614e-23,5.18613429756844e-06,1,0,-0.00198267396113883,-0.00812127153594089,0,0.00500000000000023,0.020000000000001,0.00812127153594089,0,0.244133440479665,1,-0.00201659036232055,0,1,0,0
A1p60_PW5p00em02us_Em1p05_Es0p25_tfe8p00em07_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,5e-08,1.05,0.25,8e-07,24,1e-07,-0.5,VGm0p8_to_2p2,0.240000000000011,0.624568838711192,1.75736999343124e-23,5.27858583109362e-06,1,0,0,-0.00198164285895863,0,0,0.00500000000000025,0.00198164285895863,0,0,1,0.00158531428716691,0,1,0,0
A1p60_PW5p00em02us_Em1p05_Es0p25_tfe8p00em07_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,5e-08,1.05,0.25,8e-07,28,1e-07,-0.5,VGm0p8_to_2p2,0.240000000000011,0.618135419167041,3.19599051880839e-23,5.75567399392169e-06,1,0,0,-0.00152342290556884,0,0,0.00500000000000025,0.00152342290556884,0,0,1,0.00121873832445507,0,1,0,0
A1p60_PW5p00em02us_Em1p05_Es0p25_tfe1p00em06_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,5e-08,1.05,0.25,1e-06,24,1e-07,-0.5,VGm0p8_to_2p2,0.240000000000011,0.635607136198806,1.75117992794072e-23,4.60477437985623e-06,1,0,0,-0.00227829896656317,0,0,0.00500000000000025,0.00227829896656317,0,0,1,0.00182263917325054,0,1,0,0
A1p60_PW5p00em02us_Em1p05_Es0p25_tfe1p00em06_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,5e-08,1.05,0.25,1e-06,28,1e-07,-0.5,VGm0p8_to_2p2,0.240000000000011,0.627819834674364,9.96569191976022e-24,5.06756014177059e-06,1,0,0,-0.00207263973433292,0,0,0.00500000000000025,0.00207263973433292,0,0,1,0.00165811178746633,0,1,0,0
A1p60_PW5p00em02us_Em1p10_Es0p15_tfe8p00em07_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,5e-08,1.1,0.15,8e-07,24,1e-07,-0.5,VGm0p8_to_2p2,0.475000000000022,0.536045825468016,9.67001245196978e-24,5.59728948035874e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p60_PW5p00em02us_Em1p10_Es0p15_tfe8p00em07_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,5e-08,1.1,0.15,8e-07,28,1e-07,-0.5,VGm0p8_to_2p2,0.475000000000022,0.542281560352093,5.19274009689429e-24,6.05306611250463e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p60_PW5p00em02us_Em1p10_Es0p15_tfe1p00em06_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,5e-08,1.1,0.15,1e-06,24,1e-07,-0.5,VGm0p8_to_2p2,0.475000000000022,0.524973138086414,3.61923715160074e-23,4.9533544195324e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p60_PW5p00em02us_Em1p10_Es0p15_tfe1p00em06_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,5e-08,1.1,0.15,1e-06,28,1e-07,-0.5,VGm0p8_to_2p2,0.475000000000022,0.532979933903257,2.17643942586483e-23,5.39565140605989e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p60_PW5p00em02us_Em1p10_Es0p20_tfe8p00em07_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,5e-08,1.1,0.2,8e-07,24,1e-07,-0.5,VGm0p8_to_2p2,0.355000000000015,0.581061751762759,1.61542946409756e-23,5.43445310311945e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p60_PW5p00em02us_Em1p10_Es0p20_tfe8p00em07_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,5e-08,1.1,0.2,8e-07,28,1e-07,-0.5,VGm0p8_to_2p2,0.355000000000015,0.580936474392935,1.70771467658665e-23,5.90113230509136e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p60_PW5p00em02us_Em1p10_Es0p20_tfe1p00em06_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,5e-08,1.1,0.2,1e-06,24,1e-07,-0.5,VGm0p8_to_2p2,0.355000000000015,0.5812799285088,1.56743721322984e-23,4.77522372311936e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p60_PW5p00em02us_Em1p10_Es0p20_tfe1p00em06_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,5e-08,1.1,0.2,1e-06,28,1e-07,-0.5,VGm0p8_to_2p2,0.355000000000015,0.581124223665801,1.66440633287681e-23,5.22801079732437e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p60_PW5p00em02us_Em1p10_Es0p25_tfe8p00em07_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,5e-08,1.1,0.25,8e-07,24,1e-07,-0.5,VGm0p8_to_2p2,0.245000000000011,0.622587195852233,3.240806314391e-23,5.28535878628129e-06,1,0,0,-0.00201066375992831,0,0,0.00500000000000023,0.00201066375992831,0,0,1,0.00160853100794265,0,1,0,0
A1p60_PW5p00em02us_Em1p10_Es0p25_tfe8p00em07_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,5e-08,1.1,0.25,8e-07,28,1e-07,-0.5,VGm0p8_to_2p2,0.245000000000011,0.616611996261472,9.56862111501887e-24,5.76199522896722e-06,1,0,0,-0.00154293682600926,0,0,0.00500000000000023,0.00154293682600926,0,0,1,0.0012343494608074,0,1,0,0
A1p60_PW5p00em02us_Em1p10_Es0p25_tfe1p00em06_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,5e-08,1.1,0.25,1e-06,24,1e-07,-0.5,VGm0p8_to_2p2,0.245000000000011,0.633328837232243,1.73013197150985e-23,4.61217971358865e-06,1,0,0,-0.00232010009905004,0,0,0.00500000000000023,0.00232010009905004,0,0,1,0.00185608007924003,0,1,0,0
A1p60_PW5p00em02us_Em1p10_Es0p25_tfe1p00em06_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,5e-08,1.1,0.25,1e-06,28,1e-07,-0.5,VGm0p8_to_2p2,0.245000000000011,0.625747194940031,1.94285024471619e-23,5.07453192876744e-06,1,0,0,-0.00210519026153788,0,0,0.00500000000000023,0.00210519026153788,0,0,1,0.00168415220923031,0,1,0,0
A1p60_PW1p00em01us_Em1p00_Es0p15_tfe8p00em07_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,1e-07,1,0.15,8e-07,24,1e-07,-0.5,VGm0p8_to_2p2,0.45500000000002,0.543541990110709,1.62370827499068e-23,5.57013688436043e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p60_PW1p00em01us_Em1p00_Es0p15_tfe8p00em07_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,1e-07,1,0.15,8e-07,28,1e-07,-0.5,VGm0p8_to_2p2,0.45500000000002,0.548973841084049,6.15218564940959e-24,6.02773338319886e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p60_PW1p00em01us_Em1p00_Es0p15_tfe1p00em06_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,1e-07,1,0.15,1e-06,24,1e-07,-0.5,VGm0p8_to_2p2,0.45500000000002,0.534427601834445,3.14576565691691e-23,4.92364753854498e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p60_PW1p00em01us_Em1p00_Es0p15_tfe1p00em06_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,1e-07,1,0.15,1e-06,28,1e-07,-0.5,VGm0p8_to_2p2,0.45500000000002,0.540743472782513,1.8813922615794e-24,5.36769665602284e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p60_PW1p00em01us_Em1p00_Es0p20_tfe8p00em07_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,1e-07,1,0.2,8e-07,24,1e-07,-0.5,VGm0p8_to_2p2,0.325000000000015,0.592655260613663,2.11985123945324e-24,5.39377429342852e-06,1,0,-0.00566908216319306,-0.0188594160302564,0,0.0150000000000007,0.0500000000000022,0.0188594160302564,0,0.30059690894448,1,0.0026681762579549,0,1,0,0
A1p60_PW1p00em01us_Em1p00_Es0p20_tfe8p00em07_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,1e-07,1,0.2,8e-07,28,1e-07,-0.5,VGm0p8_to_2p2,0.325000000000015,0.590947907546351,6.32306925125493e-23,5.86317271539062e-06,1,0,-0.00491005520415932,-0.0162209433724144,0,0.0150000000000007,0.0500000000000022,0.0162209433724144,0,0.302698498566331,1,0.000949766618446007,0,1,0,0
A1p60_PW1p00em01us_Em1p00_Es0p20_tfe1p00em06_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,1e-07,1,0.2,1e-06,24,1e-07,-0.5,VGm0p8_to_2p2,0.325000000000015,0.595589074130215,1.62935816148809e-23,4.73073352773919e-06,1,0,-0.00696185934895899,-0.0234428702922223,0,0.0150000000000007,0.0500000000000022,0.0234428702922223,0,0.296971286458414,1,0.00566804203064998,0,1,0,0
A1p60_PW1p00em01us_Em1p00_Es0p20_tfe1p00em06_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,1e-07,1,0.2,1e-06,28,1e-07,-0.5,VGm0p8_to_2p2,0.325000000000015,0.59350032268502,1.62796410141614e-23,5.18613429756844e-06,1,0,-0.00604292716779942,-0.0201732218497065,0,0.0150000000000007,0.0500000000000022,0.0201732218497065,0,0.299551911579624,1,0.00352626383169682,0,1,0,0
A1p60_PW1p00em01us_Em1p00_Es0p25_tfe8p00em07_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,1e-07,1,0.25,8e-07,24,1e-07,-0.5,VGm0p8_to_2p2,0.22500000000001,0.630342449288862,9.13751724719947e-24,5.25826912605668e-06,1,-0.00189628627866489,-0.0115943404728798,-0.0358526970307759,0.00500000000000025,0.0300000000000013,0.0950000000000041,0.033956410752111,0.0528910357019202,0.32338823667651,1,0.00520752464243875,0,1,0,0
A1p60_PW1p00em01us_Em1p00_Es0p25_tfe8p00em07_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,1e-07,1,0.25,8e-07,28,1e-07,-0.5,VGm0p8_to_2p2,0.22500000000001,0.623034489518614,1.72434937754146e-23,5.73671197536568e-06,1,-0.00171728830459361,-0.00952818416228707,-0.0304913196712765,0.00500000000000025,0.0300000000000013,0.0950000000000041,0.0287740313666829,0.0563205634622412,0.312488415227985,1,0.00270743033959141,0,1,0,0
A1p60_PW1p00em01us_Em1p00_Es0p25_tfe1p00em06_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,1e-07,1,0.25,1e-06,24,1e-07,-0.5,VGm0p8_to_2p2,0.22500000000001,0.642561666510534,1.83347036476289e-23,4.58256145765335e-06,1,-0.00251415210307315,-0.0139153799819455,-0.0447351689047679,0.00500000000000025,0.0300000000000013,0.0950000000000041,0.0422210168016948,0.0562007960319826,0.311061304173647,1,0.00976589358107758,0,1,0,0
A1p60_PW1p00em01us_Em1p00_Es0p25_tfe1p00em06_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,1e-07,1,0.25,1e-06,28,1e-07,-0.5,VGm0p8_to_2p2,0.22500000000001,0.6338460446485,1.66518939911957e-23,5.04664719261636e-06,1,-0.00197717269889119,-0.0123420988346332,-0.0383941249657058,0.00500000000000025,0.0300000000000013,0.0950000000000041,0.0364169522668146,0.0514967511476621,0.321458005506242,1,0.00674168301165372,0,1,0,0
A1p60_PW1p00em01us_Em1p05_Es0p15_tfe8p00em07_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,1e-07,1.05,0.15,8e-07,24,1e-07,-0.5,VGm0p8_to_2p2,0.490000000000022,0.530530542611263,9.15148791079594e-24,5.61765732329425e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p60_PW1p00em01us_Em1p05_Es0p15_tfe8p00em07_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,1e-07,1.05,0.15,8e-07,28,1e-07,-0.5,VGm0p8_to_2p2,0.490000000000022,0.537467497201108,3.19220266186919e-23,6.07206834962424e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p60_PW1p00em01us_Em1p05_Es0p15_tfe1p00em06_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,1e-07,1.05,0.15,1e-06,24,1e-07,-0.5,VGm0p8_to_2p2,0.490000000000022,0.517791019907039,5.62958953198925e-24,4.97563930043044e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p60_PW1p00em01us_Em1p05_Es0p15_tfe1p00em06_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,1e-07,1.05,0.15,1e-06,28,1e-07,-0.5,VGm0p8_to_2p2,0.490000000000022,0.526911861927799,3.21170106127841e-23,5.41662123223277e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p60_PW1p00em01us_Em1p05_Es0p20_tfe8p00em07_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,1e-07,1.05,0.2,8e-07,24,1e-07,-0.5,VGm0p8_to_2p2,0.360000000000016,0.579169262326138,3.13461757718079e-23,5.4412341029115e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p60_PW1p00em01us_Em1p05_Es0p20_tfe8p00em07_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,1e-07,1.05,0.2,8e-07,28,1e-07,-0.5,VGm0p8_to_2p2,0.360000000000016,0.579310346065276,3.20300100162369e-23,5.90745984525875e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p60_PW1p00em01us_Em1p05_Es0p20_tfe1p00em06_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,1e-07,1.05,0.2,1e-06,24,1e-07,-0.5,VGm0p8_to_2p2,0.360000000000016,0.57892116954802,3.16829632072881e-23,4.78264044296116e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p60_PW1p00em01us_Em1p05_Es0p20_tfe1p00em06_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,1e-07,1.05,0.2,1e-06,28,1e-07,-0.5,VGm0p8_to_2p2,0.360000000000016,0.579098537674828,3.30764352302332e-23,5.2349915468965e-06,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
A1p60_PW1p00em01us_Em1p05_Es0p25_tfe8p00em07_epi24p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,1e-07,1.05,0.25,8e-07,24,1e-07,-0.5,VGm0p8_to_2p2,0.23000000000001,0.628446163010197,9.00681294959995e-24,5.26504100014333e-06,1,0,-0.00585896715796397,-0.0226631625187432,0,0.0150000000000007,0.0600000000000027,0.0226631625187432,0,0.258523811631249,1,0.00685943537127872,0,1,0,0
A1p60_PW1p00em01us_Em1p05_Es0p25_tfe8p00em07_epi28p0_Iref1p0em07_VFBm0p50_VGm0p8_to_2p2,1.6,1e-07,1.05,0.25,8e-07,28,1e-07,-0.5,VGm0p8_to_2p2,0.23000000000001,0.621317201214019,1.02248361357189e-23,5.74303236655797e-06,1,0,-0.00470520495254734,-0.0193276709520768,0,0.0150000000000007,0.0600000000000027,0.0193276709520768,0,0.24344397026491,1,0.00533569468218572,0,1,0,0
