case_id,amp,pw,Ea_mean,Ea_sigma,P0,Vth0,dV1,dV100,gradual,dP100,idmin0,idmax0,valid0,valid_ratio,elapsed_s
A3p00_PW2p00e-01us_Em0p50_Es0p40,3,2e-07,0.5,0.4,0,0.695750375506526,-0.0031279770880055,-0.0031279770880055,0,0.0100000000000006,3.11784619773039e-23,3.51808184152376e-06,1,1,63.2050024
A3p00_PW2p00e-01us_Em0p50_Es0p60,3,2e-07,0.5,0.6,-0.00500000000000037,0.697284688015849,-0.011163450233604,-0.011163450233604,0,0.0350000000000018,6.18364515164495e-23,3.51191618865581e-06,1,1,62.2203329
A3p00_PW2p00e-01us_Em0p50_Es0p80,3,2e-07,0.5,0.8,-0.0100000000000006,0.698799624477028,-0.0160555418297913,-0.0143562287757789,0.00169931305401239,0.0450000000000019,3.12499255074891e-23,3.50575120303195e-06,1,1,71.5210919
A3p00_PW2p00e-01us_Em0p70_Es0p40,3,2e-07,0.7,0.4,-0.0250000000000012,0.703783229025631,-0.00803285351910521,-0.00803285351910521,0,0.0250000000000013,3.23005786521792e-23,3.48726026936337e-06,1,1,61.6099997
A3p00_PW2p00e-01us_Em0p70_Es0p60,3,2e-07,0.7,0.6,-0.0050000000000003,0.697284688015849,-0.00787130474879705,-0.00625653159881767,0.00161477314997938,0.0200000000000008,6.24259135159053e-23,3.51191618865581e-06,1,1,61.1776417
A3p00_PW2p00e-01us_Em0p70_Es0p80,3,2e-07,0.7,0.8,-0.00500000000000032,0.697284688015849,-0.011163450233604,-0.00950686381063892,0.00165658642296507,0.0300000000000016,6.18364515164495e-23,3.51191618865581e-06,1,1,60.5968133
A3p00_PW2p00e-01us_Em0p90_Es0p40,3,2e-07,0.9,0.4,-0.0700000000000033,0.718211083703157,-0.0209263956873077,-0.0209263956873077,0,0.0650000000000031,1.6869371015203e-23,3.43182414604072e-06,1,1,38.4118692
A3p00_PW2p00e-01us_Em0p90_Es0p60,3,2e-07,0.9,0.6,-0.130000000000006,0.737619625435096,-0.0418692499285702,-0.0403349374192465,0.00153431250932368,0.125000000000005,1.68265556859422e-23,3.35799697116563e-06,1,1,64.0296826
A3p00_PW2p00e-01us_Em0p90_Es0p80,3,2e-07,0.9,0.8,-0.040000000000002,0.70877800131794,-0.0161556028994193,-0.0161556028994193,0,0.0500000000000026,8.91339305318156e-24,3.46877541230537e-06,1,1,59.9079868
A3p00_PW5p00e-01us_Em0p50_Es0p40,3,5e-07,0.5,0.4,0,0.695750375506526,-0.0031279770880055,-0.0031279770880055,0,0.0100000000000006,3.11784619773039e-23,3.51808184152376e-06,1,1,71.4394637
A3p00_PW5p00e-01us_Em0p50_Es0p60,3,5e-07,0.5,0.6,-0.00500000000000041,0.697284688015849,-0.011163450233604,-0.011163450233604,0,0.0350000000000019,9.64810003864081e-24,3.51191618865581e-06,1,1,72.939584
A3p00_PW5p00e-01us_Em0p50_Es0p80,3,5e-07,0.5,0.8,-0.0100000000000001,0.698799624477028,-0.0143562287757794,-0.0126783866947826,0.00167784208099675,0.0400000000000015,1.69135960873222e-23,3.50575120303195e-06,1,1,71.2206585
A3p00_PW5p00e-01us_Em0p70_Es0p40,3,5e-07,0.7,0.4,-0.0100000000000005,0.698799624477028,-0.00304924897050185,-0.00304924897050185,0,0.0100000000000005,3.12499255074891e-23,3.50575120303195e-06,1,1,68.5987834
A3p00_PW5p00e-01us_Em0p70_Es0p60,3,5e-07,0.7,0.6,-0.00500000000000024,0.697284688015849,-0.00787130474879738,-0.00625653159881767,0.00161477314997971,0.020000000000001,6.24259135159053e-23,3.51191618865581e-06,1,1,69.466916
A3p00_PW5p00e-01us_Em0p70_Es0p80,3,5e-07,0.7,0.8,-0.00500000000000037,0.697284688015849,-0.011163450233604,-0.00950686381063892,0.00165658642296507,0.0300000000000014,6.18364515164495e-23,3.51191618865581e-06,1,1,67.4952546
A3p00_PW5p00e-01us_Em0p90_Es0p40,3,5e-07,0.9,0.4,-0.0700000000000032,0.718211083703157,-0.0224607081966309,-0.0194114592261291,0.00304924897050185,0.0600000000000027,6.24704057319189e-23,3.43182414604072e-06,1,1,47.1814663
A3p00_PW5p00e-01us_Em0p90_Es0p60,3,5e-07,0.9,0.6,-0.115000000000005,0.732970402753516,-0.0372200272469898,-0.0372200272469898,0,0.115000000000005,1.65387380991535e-23,3.37644420258365e-06,1,1,70.5463049
A3p00_PW5p00e-01us_Em0p90_Es0p80,3,5e-07,0.9,0.8,-0.0600000000000028,0.71514667447125,-0.0225242760527298,-0.0225242760527298,0,0.0700000000000033,1.66635551868979e-23,3.44413848273631e-06,1,1,66.871368
A3p00_PW1p00e+00us_Em0p50_Es0p40,3,1e-06,0.5,0.4,6.50521303491332e-17,0.695750375506526,-0.00312797708800572,-0.0031279770880055,2.22044604925031e-16,0.0100000000000006,3.18307237614262e-23,3.51808184152376e-06,1,1,84.1438611
A3p00_PW1p00e+00us_Em0p50_Es0p60,3,1e-06,0.5,0.6,-0.00500000000000041,0.697284688015849,-0.0111634502336044,-0.00950686381063892,0.00165658642296551,0.0300000000000015,9.64810003864081e-24,3.51191618865581e-06,1,1,86.4364712
A3p00_PW1p00e+00us_Em0p50_Es0p80,3,1e-06,0.5,0.8,-0.0100000000000005,0.698799624477028,-0.0160555418297913,-0.0143562287757787,0.00169931305401261,0.045000000000002,3.19989761666105e-23,3.50575120303195e-06,1,1,85.2638652
A3p00_PW1p00e+00us_Em0p70_Es0p40,3,1e-06,0.7,0.4,-0.0600000000000026,0.71514667447125,-0.0193962989647243,-0.0193962989647243,0,0.0600000000000024,1.66635551868979e-23,3.44413848273631e-06,1,1,86.7473318
A3p00_PW1p00e+00us_Em0p70_Es0p60,3,1e-06,0.7,0.6,-0.0050000000000003,0.697284688015849,-0.00625653159881767,-0.00625653159881767,0,0.020000000000001,6.24259135159053e-23,3.51191618865581e-06,1,1,89.3018037
A3p00_PW1p00e+00us_Em0p70_Es0p80,3,1e-06,0.7,0.8,-0.00500000000000024,0.697284688015849,-0.011163450233604,-0.00950686381063892,0.00165658642296507,0.0300000000000015,6.24259135159053e-23,3.51191618865581e-06,1,1,85.8907343
A3p00_PW1p00e+00us_Em0p90_Es0p40,3,1e-06,0.9,0.4,-0.0750000000000034,0.71971435869501,-0.0239639831884844,-0.0209147342179825,0.00304924897050185,0.0650000000000029,3.20551922176267e-23,3.42566801693405e-06,1,1,63.3455151
A3p00_PW1p00e+00us_Em0p90_Es0p60,3,1e-06,0.9,0.6,-0.0850000000000039,0.723119784235284,-0.0273694087287584,-0.0258350962194347,0.00153431250932368,0.0800000000000037,1.61288040819898e-23,3.41335784761634e-06,1,1,89.9095072
A3p00_PW1p00e+00us_Em0p90_Es0p80,3,1e-06,0.9,0.8,-0.045000000000002,0.710400851406715,-0.0177784529881945,-0.0177784529881945,0,0.0550000000000027,6.31880702135635e-23,3.46261515301396e-06,1,1,91.1743702
A3p00_PW2p00e+00us_Em0p50_Es0p40,3,2e-06,0.5,0.4,-2.38524477946822e-16,0.695750375506526,-0.0031279770880055,-0.0031279770880055,0,0.0100000000000008,1.67011169038518e-23,3.51808184152376e-06,1,1,117.1324478
A3p00_PW2p00e+00us_Em0p50_Es0p60,3,2e-06,0.5,0.6,-0.0050000000000005,0.697284688015849,-0.011163450233604,-0.00950686381063892,0.00165658642296507,0.0300000000000016,9.64810003864081e-24,3.51191618865581e-06,1,1,116.3020669
A3p00_PW2p00e+00us_Em0p50_Es0p80,3,2e-06,0.5,0.8,-0.0100000000000005,0.698799624477028,-0.0160555418297913,-0.0126783866947822,0.00337715513500914,0.040000000000002,3.12499255074891e-23,3.50575120303195e-06,1,1,110.8713794
A3p00_PW2p00e+00us_Em0p70_Es0p40,3,2e-06,0.7,0.4,-0.0200000000000011,0.70207548670175,-0.00632511119522472,-0.00632511119522472,0,0.0200000000000011,1.71649140271561e-23,3.49342324140349e-06,1,1,100.4352952
A3p00_PW2p00e+00us_Em0p70_Es0p60,3,2e-06,0.7,0.6,-0.00500000000000011,0.697284688015849,-0.00625653159881767,-0.00625653159881812,4.44089209850063e-16,0.020000000000001,3.19118978267888e-23,3.51191618865581e-06,1,1,104.0872533
A3p00_PW2p00e+00us_Em0p70_Es0p80,3,2e-06,0.7,0.8,-0.00500000000000022,0.697284688015849,-0.011163450233604,-0.00950686381063892,0.00165658642296507,0.0300000000000013,6.24259135159053e-23,3.51191618865581e-06,1,1,102.2512532
A3p00_PW2p00e+00us_Em0p90_Es0p40,3,2e-06,0.9,0.4,-0.0650000000000031,0.716688628281761,-0.0178890038047331,-0.0194039402659113,0.00151493646117817,0.0600000000000028,1.67622814283347e-23,3.43798096866603e-06,1,1,80.0533721
A3p00_PW2p00e+00us_Em0p90_Es0p60,3,2e-06,0.9,0.6,-0.115000000000005,0.732970402753516,-0.0372200272469898,-0.0372200272469898,0,0.115000000000005,2.76382452923043e-23,3.37644420258365e-06,1,1,105.5486202
A3p00_PW2p00e+00us_Em0p90_Es0p80,3,2e-06,0.9,0.8,-0.0400000000000017,0.70877800131794,-0.0161556028994193,-0.0161556028994193,0,0.0500000000000024,1.52653318351065e-23,3.46877541230537e-06,1,1,111.0009403
