case_id,amp,pw,Ea_mean,Ea_sigma,P0,Vth0,idmin0,idmax0,valid0,dV1,dV100,gradual,dP1,dP100,valid_ratio,is_small_all,is_fast_sat,is_good_prog,elapsed_s
A1p80_PW5p00e-01us_Em0p75_Es0p30,1.8,5e-07,0.75,0.3,2.60208521396533e-16,0.695750375506525,3.34022338077038e-23,3.51808184152376e-06,1,4.44089209850063e-16,0,4.44089209850063e-16,-2.60208521396533e-16,3.03576608295955e-16,1,1,0,0,47.8396916
A1p80_PW5p00e-01us_Em0p75_Es0p40,1.8,5e-07,0.75,0.4,-0.0500000000000022,0.712003069395618,1.64880988703959e-23,3.45645557696168e-06,1,-0.0162526938890919,-0.0162526938890919,0,0.0500000000000022,0.0500000000000022,1,1,0,0,56.3858695
A1p80_PW5p00e-01us_Em0p75_Es0p50,1.8,5e-07,0.75,0.5,-0.0250000000000011,0.703783229025631,3.23005786521792e-23,3.48726026936337e-06,1,-0.00803285351910499,-0.00958685152395633,0.00155399800485134,0.025000000000001,0.0300000000000012,1,1,0,0,60.2808442
A1p80_PW5p00e-01us_Em0p75_Es0p60,1.8,5e-07,0.75,0.6,-0.0100000000000002,0.698799624477028,1.69135960873222e-23,3.50575120303195e-06,1,-0.00304924897050274,-0.00304924897050274,0,0.0100000000000005,0.0100000000000005,1,1,0,0,67.5109997
A1p80_PW5p00e-01us_Em0p75_Es0p70,1.8,5e-07,0.75,0.7,0,0.695750375506526,3.11784619773039e-23,3.51808184152376e-06,1,-0.004722219089494,-0.0031279770880055,0.0015942420014885,0.0150000000000007,0.0100000000000005,1,1,0,0,63.5166801
A1p80_PW5p00e-01us_Em0p80_Es0p20,1.8,5e-07,0.8,0.2,0.235000000000011,0.619639645412544,6.25435426744333e-23,3.80858572119271e-06,1,-0.00302764915107145,0.0970489828692173,0.100076632020289,0.0100000000000004,-0.300000000000014,1,0,0,0,36.038696
A1p80_PW5p00e-01us_Em0p80_Es0p30,1.8,5e-07,0.8,0.3,0.0200000000000009,0.689413383267052,8.95305385798701e-24,3.54275108633571e-06,1,0.0225896861285656,0.0241715349781461,0.00158184884958046,-0.0700000000000031,-0.0750000000000033,1,1,0,0,33.4505982
A1p80_PW5p00e-01us_Em0p80_Es0p40,1.8,5e-07,0.8,0.4,-0.0500000000000024,0.712003069395618,9.13503073817031e-24,3.45645557696168e-06,1,-0.0162526938890919,-0.0162526938890919,0,0.0500000000000022,0.0500000000000023,1,1,0,0,62.8139793
A1p80_PW5p00e-01us_Em0p80_Es0p50,1.8,5e-07,0.8,0.5,-0.0950000000000041,0.726487502767794,3.14575270853845e-23,3.40105047748306e-06,1,-0.03229112526612,-0.03229112526612,0,0.100000000000004,0.100000000000004,1,1,0,0,56.5451202
A1p80_PW5p00e-01us_Em0p80_Es0p60,1.8,5e-07,0.8,0.6,-0.0300000000000016,0.705469419884065,1.10678259734238e-23,3.48109797249654e-06,1,-0.0128470214655448,-0.0112730423823907,0.00157397908315415,0.0400000000000021,0.0350000000000019,1,1,0,0,56.4372641
A1p80_PW5p00e-01us_Em0p80_Es0p70,1.8,5e-07,0.8,0.7,-0.00500000000000006,0.697284688015849,3.19118978267888e-23,3.51191618865581e-06,1,-0.00308831051417502,-0.00308831051417502,0,0.0100000000000003,0.0100000000000002,1,1,0,0,60.9872678
A1p80_PW5p00e-01us_Em0p85_Es0p20,1.8,5e-07,0.85,0.2,0.250000000000011,0.615069059435463,9.34920809801255e-23,3.82717401436664e-06,1,-0.0467327977046277,0.0500312370688003,0.096764034773428,0.145000000000007,-0.155000000000007,1,0,0,0,35.5038467
A1p80_PW5p00e-01us_Em0p85_Es0p30,1.8,5e-07,0.85,0.3,0.0300000000000012,0.686121237782245,1.75300328868883e-23,3.55508966160608e-06,1,0.0142247575613377,0.0335931209127651,0.0193683633514274,-0.0450000000000019,-0.105000000000005,1,1,0,0,32.4348036
A1p80_PW5p00e-01us_Em0p85_Es0p40,1.8,5e-07,0.85,0.4,-0.0800000000000037,0.721403582593357,1.71124409566524e-23,3.41951258342871e-06,1,-0.0256532070868311,-0.0256532070868311,0,0.0800000000000037,0.0800000000000037,1,1,0,0,51.2986241
A1p80_PW5p00e-01us_Em0p85_Es0p50,1.8,5e-07,0.85,0.5,-0.0850000000000035,0.723119784235284,2.63495270962206e-23,3.41335784761635e-06,1,-0.0273694087287583,-0.0273694087287578,4.44089209850063e-16,0.0850000000000039,0.0850000000000036,1,1,0,0,56.7606463
A1p80_PW5p00e-01us_Em0p85_Es0p60,1.8,5e-07,0.85,0.6,-0.0750000000000033,0.71971435869501,3.20551922176267e-23,3.42566801693405e-06,1,-0.0239639831884844,-0.0239639831884844,0,0.0750000000000034,0.0750000000000033,1,1,0,0,61.9969139
A1p80_PW5p00e-01us_Em0p85_Es0p70,1.8,5e-07,0.85,0.7,-1.73472347597688e-16,0.695750375506526,1.67011169038519e-23,3.51808184152376e-06,1,-0.0031279770880055,-0.0031279770880055,0,0.0100000000000006,0.0100000000000008,1,1,0,0,61.3853611
A1p80_PW5p00e-01us_Em0p90_Es0p20,1.8,5e-07,0.9,0.2,0.305000000000014,0.59720843520026,1.23669981639469e-22,3.89537519006119e-06,1,-0.0659878908604237,0.00478109506168267,0.0707689859221063,0.205000000000008,-0.015000000000001,1,1,0,0,34.8944133
A1p80_PW5p00e-01us_Em0p90_Es0p30,1.8,5e-07,0.9,0.3,0.0750000000000034,0.67165233849492,1.64704125424543e-23,3.6106453896782e-06,1,-0.0099554671754557,0.0338170813891451,0.0437725485646008,0.0300000000000014,-0.105000000000005,1,1,0,0,30.6449117
A1p80_PW5p00e-01us_Em0p90_Es0p40,1.8,5e-07,0.9,0.4,-0.0600000000000023,0.71514667447125,1.66635551868979e-23,3.44413848273631e-06,1,-0.0225242760527298,-0.0209502969695756,0.00157397908315415,0.0700000000000028,0.0650000000000032,1,1,0,0,44.4215722
